ID_SP,TEN_SPHAM,MOTACHITIET_SP,KHOILUONG,GIANIEMYET,GIAKHUYENMAI,THOIGIANKM,SOLUONGTONKHO,GHICHUSPHAM,HANSUDUNGSP,NOISX,PHITIKITHU,LOAICAUTRUCSP,ID_TH,ID_DMN
3154,NF3W8FQJB5OBQO5B,C1ZXA8,2,161000,159000,4,6779,NR8F9V,12/11/2021 4:35,Trung Quốc,168000,3,1329,124
3155,P2UT22,UKY13D,19,162000,160000,5,2500,A4LA0U,10/25/2020 22:50,Trung Quốc,169000,3,2988,54
3156,YOJUJ6NP,1WZX0W,11,163000,161000,3,4383,59ZPQD,10/13/2020 16:53,Hà Lan,170000,3,2799,124
3157,TDTMMIZDO4RU48A3KDTV9EDEVUMFT8N,DJFQPX,16,164000,162000,5,9047,0BBM6A,12/4/2020 19:16,Trung Quốc,171000,3,3237,3
3158,IKXSP5,99DIO06R4YHIGGOY55CTXI38LS000TC2A02DY7MFOTKG5NGF4V89PRQCNCQBGUKPEN6XVTTDE1KNUQKB3GLB7ONJX,11,165000,163000,1,3622,Z9UUAEEQDRVUKO19QUR76PB525FUUA,8/2/2021 2:41,Nhật Bản,172000,3,3805,55
3159,AZOPL5,ZYEW3F,8,166000,164000,6,6557,YLL19TWTRTHTD1OU,8/11/2020 12:15,Trung Quốc,173000,3,3355,119
3160,VRE3DAXM3T8FE0QMUK1P8X,EU00WU4A3PGOA2XYZ7PZK0SLLX1C7EGK37MT3KB4RY7,14,167000,165000,4,1269,VPZ8WM,9/8/2020 12:20,Trung Quốc,174000,3,2649,13
3161,L15UULPBBLPDX7KX6OYVEB46FFCSE5G3NUSOECPI5JYT,1QUVOZ,4,168000,166000,5,7815,VOOC1QSYM,3/7/2020 4:55,Singapore,175000,3,1556,114
3162,URJZNR,E92YUOEZ0BMONV6D3PD3L22P4ZY35YCJ45AOGBW3W01H,8,169000,167000,0,6403,3QFQY6,7/14/2021 8:39,Đài Loan,176000,3,3812,21
3163,3VJ3JJG3AR8QBA70AF,Q2S85O,13,170000,168000,1,9689,CFHDXYDFSK91BX,4/5/2021 15:07,Đức,177000,3,3692,9
3164,I1APEA,P3HTZL,8,171000,169000,7,5121,IWPYIZKJNN25O5VFBAK7B3VGS51RDQ,2/23/2021 8:15,Trung Quốc,178000,3,3092,10
3165,64L7J0,1YFGVT,16,172000,170000,2,4877,R815E4,9/4/2021 1:33,Nhật Bản,179000,3,3744,31
3166,YWTRV48ZEX,CIMR3W,17,173000,171000,6,5293,M27ZKSFNX1P1A8H9ULM5KRAMUD6WZNR1YFX9FEI7QH,10/8/2021 23:17,Trung Quốc,180000,3,2743,125
3167,TO8F9SLY,D9W6S75E,6,174000,172000,3,1529,SLLE8R,3/10/2021 10:22,Đài Loan,181000,3,2633,11
3168,013RBF,CEQOWV,9,175000,173000,7,7690,ON0P5M,11/13/2020 6:39,Singapore,182000,3,3294,52
3169,AJ239QGD4GPKWS71Z6YKRATTL2HUX0OGCW6A9IU4,WYT27L,19,176000,174000,7,5652,GT5ABX78GMPCU8HNZDOIH6YJ06C6111KTA7OVLU1TO8VYYJZ,10/7/2021 22:11,Trung Quốc,183000,3,3671,27
3170,CAYX71557F3507BHRRLU87BXM840U5IVD47BK1MKD7JQCG8Z,AFWN5VOSJCI32582J34AB2FW7P2UNALINFIX63,7,177000,175000,0,9436,VQ81KW,7/5/2021 21:57,Hàn Quốc,184000,3,3774,59
3171,3WF651,DMC8BVNQM0SP73XLG0ED9419QINDKYTUYD3Q9D2EZLJIJNVRE6H0DXHGDLEBIS6B,4,178000,176000,0,4307,I0G0AEQZ5E2H9LU3FZ,2/19/2020 20:48,Hà Lan,185000,3,3778,87
3172,XSL5564B4KTS0QELZBTW35IJJR4R9RJHXNDOXQ,QJHIT3,16,179000,177000,4,4239,LDN04Z,6/26/2020 14:42,Thái Lan,186000,3,3906,115
3173,T2V36K,HF4D0M6H4ERK4V8BY7XOFURXJ9NZX7LK5VRUBBC3ICLSD1E3HHWD9O0RN3VF,13,180000,178000,1,321,1UH7C4,6/20/2021 5:48,Việt Nam,187000,3,2273,81
3174,MOHPVJ,FMRH1APS2NDDQV5XDETWRT9X7ENYELKL0973I2U908MTY164BJP30GVMPAJWJQ1PGBEX0HH2IUDNGY7RA7OFA0FRGJFMI,7,181000,179000,4,9429,3BVZG86ORX5A8DSUSZ770ODEDWTSZYC94L34MJP1QE,7/1/2021 2:01,Thái Lan,188000,3,2032,62
3175,XY87G106F6PX69LUXKZ3F0,TIKWFQ,4,182000,180000,5,1439,E03QV5,4/7/2020 9:27,Việt Nam,189000,3,3638,13
3176,VM1BU2,4C1Z85QA5ABXGKE2,18,183000,181000,2,1237,K61D3Y,7/3/2021 6:28,Trung Quốc,190000,3,3536,108
3177,ACN945,KY1PQW,19,184000,182000,4,3705,QOKSOB,3/13/2020 22:16,Trung Quốc,191000,3,3593,52
3178,OGQ6G8EA2YE0W7D,3OJ5H6OJN9K86SN3G6LZRBWRV3WD8E81OOES77G93LXCZ9VENWB56K1IGRCXFR4LLJI27B0SBSKULCBEBK,10,185000,183000,5,7452,Z7XY87EY0ZKXSBV6KX0KQ0C6W78Z16T9BSDCTCY8XU,9/27/2021 9:48,Trung Quốc,192000,3,3966,43
3179,K4QZCN,X7IXTQRB6Z3P6UR9M96WV6I3IDQ4CYFF0TNT8O2K33JP3G4PNYIF234K0QLVAVEP7CWLDWJ,12,186000,184000,7,6513,CMH97O6,5/23/2020 12:19,Trung Quốc,193000,3,3357,99
3180,MMTDQSCZ2,3QM6UZYN,18,187000,185000,1,8961,IQALKYRH,11/1/2020 2:26,Thái Lan,194000,3,2816,96
3181,U1HL1S,03BUTZ,17,188000,186000,7,5712,KCXQCM7FENHTXYDWY1JHOJ125H3W9OCCF4S252JLTI3V,11/18/2021 15:41,Việt Nam,195000,3,3644,116
3182,0PBQ1Z,89BTQR,18,189000,187000,4,1594,1GH5M1,8/1/2020 2:30,Việt Nam,196000,3,3539,115
3183,S8EPP9,RI38KTFID,19,190000,188000,0,1524,0VE073VN0G85NFGOGUHRUEWUSBN9DFJV0OXB,7/8/2020 9:42,Đài Loan,197000,3,3888,9
3184,O6M99SHZB8SL6KTQ2CIK,2MBP9V1TPVJ37OLECK9FIPLD7R45AOC4GHRPNKAHM7G25IZ50XB6R5HUCYAJC12SYMBD,14,191000,189000,4,6040,SX1AKO,2/21/2021 19:18,Trung Quốc,198000,3,4061,92
3185,E9KD3C,N3RQ24,3,192000,190000,6,6730,QM9KG9FRHOW11X6TR8J0DK9O,11/29/2020 23:51,Đài Loan,199000,3,3465,77
3186,LJWUEHHWR5OTT3CM7CCC6A5QY8915YVRKMN5YMNT,AHZFFV,9,193000,191000,6,6595,S322BS49GDXI2PMWJK58UGCKP4CHQAAW4VV59PRTFL1SDKQ2K,7/21/2020 9:53,Trung Quốc,200000,3,1848,12
3187,F93FOXMMSPM,RDSMJ9,18,194000,192000,0,8458,ZC9CKQ,8/30/2020 10:49,Trung Quốc,201000,3,3391,124
3188,3KHJCF5QRGND9YVJLQMFALJLN7DYWO7OSVPIVH66EV0KW9USMV,EKLGJ95XO2950B5HF20A8STGCWR6NVH3TWOFDY3G6LNBGX9QQWV4KDZ2ZYENQCJBEP292WDA6KN8UTFRJHI66SSABXPA,2,195000,193000,2,7568,5UVXWZS7MDQ04UIG2Y81NOJSBZHIT,3/11/2021 15:52,Nhật Bản,202000,3,3686,102
3189,LT9MJI,C9H083,2,196000,194000,1,5747,9AEE1BUIV7KIDX7ELLRZR9T1956IKT,8/19/2020 16:45,Hàn Quốc,203000,3,3941,108
3190,2LJGN3,PWMEQB,6,197000,195000,3,5068,CH58D5C1,3/26/2021 3:43,Hàn Quốc,204000,3,3349,87
3191,W4ZPSR518MW99YCO7V8,WRNJ3UO1NFX2L4409N35R9NJ61GYNGYVQPYN84IMUPU944X7196FZ5NVEVNMGIQHO17JC69F22AF51FUNXHDXNX95TM025,4,198000,196000,0,892,M7ZCB,2/6/2020 19:34,Nhật Bản,205000,3,3321,29
3192,2MKJCZROFEM6GKK9ZMLUG62TDVXL0YQIAXG239F36W4FCA2,F9Z9OT,19,199000,197000,0,8110,PCKCUR,7/6/2020 12:47,Trung Quốc,206000,3,3549,78
3193,XMQ8WJYF211VI964FD27M7G9MF2UGP7PR8SJM77GT,JZV479,1,200000,198000,6,533,ZMWYFU,2/19/2021 20:39,Trung QUốc,207000,3,4029,77
3194,IPMBV2,JNP4L4,1,201000,199000,1,8314,JJFS99,6/18/2020 3:59,Trung Quốc,208000,3,3075,85
3195,K7DJPW,2YV3ER8IQCK2OFGRT8XQI61T13N0XPUQY6PM5Z4NIQ9Z74,13,202000,200000,7,4593,BOWIRUJ7UIU9,10/6/2020 5:26,Trung QUốc,209000,3,2866,104
3196,JB09OWS4IWLUMRDQO6JQ5MFV19M05TLB,UOH8EF,17,203000,201000,2,5190,JWC9B96XKG30J90CM88J4ZI7P,9/16/2021 9:50,Nhật Bản,210000,3,2721,13
3197,ZRV19K,51XRYT,1,204000,202000,1,9205,QBNS4X,9/17/2020 11:37,Trung Quốc,211000,3,2476,67
3198,8YVX0RNCYQT2HPMNUEG3FKR4RIGNA420WW5F,OCBM1T,15,205000,203000,3,9779,4R3YEKXYF1ZGICGPI0S8IU5KWL4BXEYZ2TN,3/16/2020 8:05,Hàn Quốc,212000,3,3765,110
3199,ETEPSSCNM0TRSHDXKMOI5ZR1GX81Q5UZ4IOJN452X809HN5DLE,NC3SYS,3,206000,204000,2,309,KRPPVO,12/21/2020 14:57,Singapore,213000,3,3797,29
3200,EWKC1WZH0VEUAG66DKTALKCU6FLA7NS14HQO06,LWMCHO,4,207000,205000,3,5984,PDE4AHA4QJL,8/8/2021 14:10,Việt Nam,214000,3,3982,111
3201,8I3BKDQ7IBVPK8GSDCSW4A0WFCDI5VHTLA2ENKU7ADEVWQ2NT,KBQKY46113CPKVXQJUAMSB,5,208000,206000,4,3085,2EZJXR8ZGXG1BB,9/17/2021 15:07,Việt Nam,215000,3,3532,109
3202,YM8DXX,ILQHBIM4KYZZGB293K5QS03ASHIRE1T4DAFFPJ9V34QCST617KZELFDY1F0KDP8AASSMDAT2ZQ55Y5QT2VHNB368SMQUL,1,209000,207000,6,1544,PE4PSABGRXFFGDBNIL3DV3EG6DN30NQS26E7631BO8Y52J5,6/14/2021 20:05,Nhật Bản,216000,3,1324,58
3203,IBZYEH,WQ4CFNAY87U9TE3SB7WES5XAHAV2CUU6ACVV4D34IIT39QF4RJX3WDTRM8PIRSH1B4Z9IVC8BTLOW9LPO,13,210000,208000,5,6481,X7FXIV,5/1/2021 4:12,Hàn Quốc,217000,3,3602,14
3204,J2UY5SBP7W12FY,9LQ6F5,5,211000,209000,5,5282,VMVSF3,5/3/2020 16:33,Trung Quốc,218000,3,3172,45
3205,6KPM09,4TOY8,9,212000,210000,2,2692,9AR4BP,5/12/2020 12:40,Trung Quốc,219000,3,3802,93
3206,WCFKPY6LDKKVYMYEGIYCRVTMYF7LGHD,UYO9RQ0OVMNYBJP7IJUIISH4NE5HEJA0B2945O7TQ4H8BS8I0HZPG3433UXZJRTDVZRJ1PF1JUUZ,20,213000,211000,4,6827,RDW665,1/21/2020 13:19,Thái Lan,220000,3,3167,93
3207,SYX2H8,3BH9B3OOXJEMO1586Z8JR490KI8H075AAKWHPS7GDW6QXEM,9,214000,212000,3,4394,L8FM55UJYAKSU,11/27/2020 3:53,Đức,221000,3,4033,74
3208,GK04G7,VNY81ON7RCRJAED52RXGPMMN5H5EFA9D7OY1ES00NY65GRFIR98R7KAUOC01PA6XI7AX77VBLF,9,215000,213000,7,4244,TFRY5T0OAQX3MUWZJ8NNX0O9OVO8F3XNLRTNNVG1ZZWT8WSG4W,11/14/2020 20:26,Trung Quốc,222000,3,3348,24
3209,QAWMWS,8H69G,19,216000,214000,7,5341,Z2LOZUW3N8W9NQECVENKOOE1KFKZ,9/4/2021 19:08,Đức,223000,3,3162,112
3210,YXSKOY,U51N34,2,217000,215000,2,1263,FD595H,4/25/2021 16:22,Hà Lan,224000,3,3877,76
3211,TH7GBTFW,VIIQDG2DHUQVQ48R7JGTWQD30DW1U4LUK2Y9E06BYEYCCFSA63DZHZQURXQJR1RG62AJFEUKJXN8EHTMQ,13,218000,216000,7,678,TMKINI,8/1/2020 18:36,Hà Lan,225000,3,2945,72
3212,OF4M4Y,6TTTOS,6,219000,217000,7,1595,BNXIT0TFLIJM1QV1ZWI3C6XWFLXV1S3Y90T13XZMNQCQT,3/10/2021 9:29,Trung QUốc,226000,3,4059,90
3213,KBFINCQEKNHYY7EHBCFDBGEWROOFV5ZBX6BWM25V7JL,AC7SIO,19,220000,218000,2,7109,2JFN8M1HW2A612SAXZT,3/11/2021 14:21,Nhật Bản,227000,3,2009,87
3214,7JAV8O,1VO4NYQ3RDR04N,11,221000,219000,5,7597,WBJCU3,10/11/2021 9:50,Trung Quốc,228000,3,3722,23
3215,3QA4EYTFOU2OMYXW6ARRV217MIPYEZHX5A,T18K9K,18,222000,220000,5,5558,IVU3B9,10/21/2020 20:40,Đài Loan,229000,3,3257,28
3216,6VV5EA6SNHGGCRFNMWCWUQI26L6J154,0T72NI4U4AZL4,6,223000,221000,0,6221,Y990C94AXBI,8/7/2021 2:25,Hà Lan,230000,3,4103,129
3217,2AXJAO,MK9QZL,9,224000,222000,7,4880,N6PHEF,1/5/2021 22:56,Nhật Bản,231000,3,2681,12
3218,XQSERWK46MC,RR1DVK,20,225000,223000,4,3649,2C0BHGCO4PG3CGPZC5OFK8BKV0,2/12/2020 19:49,Việt Nam,232000,3,4090,48
3219,0ZIGIMKS5BX95PK,FUH8IR61841E3PJFLD5ZY7XGFJD1RN7G4KHUD6ME224N015JPFBAKB0WOUE4594DR1G899UWNPBY4MBO2FI2D7,6,226000,224000,1,8392,1HOTRY9N3FZ02KZBSTSB1KC8VFC170CF,3/26/2020 8:24,Trung Quốc,233000,3,3433,64
3220,GR4H5C,X8B5DS,8,227000,225000,3,8283,M7OTBF68Z1MTCIIDSNQMU89XM9EXK,2/13/2021 15:40,Việt Nam,234000,3,3678,20
3221,LJLNZV,6Z4UVU,19,228000,226000,5,6836,TXXUEP,2/8/2021 12:27,Đức,235000,3,3763,2
3222,R9OAEYGODZ1E,Z77ZX6LF5VVJL9OY1V7RDOQC7MKGHVPCZ1AZFBCGNC5JNP1Y5W0T7NC97MBA8FS7AEB,4,229000,227000,0,3961,FRXOYDLU7IJSR3FA4H569LXRWFY1LODY1JBE4EA2DFV,12/30/2021 18:31,Đài Loan,236000,3,4004,40
3223,SCXZI4,F44160LPIZTMMHN8GZKMPR4YT4OARPFN0E,7,230000,228000,5,1944,ZL50QF,3/26/2020 13:53,Việt Nam,237000,3,4084,74
3224,RELLQO4659ALFWU6LKXHND0YHSU0C3M5ARBDZ2VA6B0CZM5PM,D3WSRPTTXPHR37U68SFFOW0N6VA9I3DWLP1GJ5XCTL5JN5TP,13,231000,229000,3,585,B4NRPS5H,7/14/2020 18:27,Việt Nam,238000,3,2567,71
3225,ZHUG7D0WN5QK5VF9F8Z32AR6J5F8YITP13XOS2V06PMGCB6B,LG7BG8,4,232000,230000,7,8545,PYA31G,5/30/2021 2:22,Việt Nam,239000,3,3650,30
3226,K4KGYOA3ETULF6WDW92YF4F6E,0USVQ4YHPGU0GG6J20IDH38PCR7,5,233000,231000,0,6198,ORC0ELE6SDKGWUO9EUISZ42P,8/16/2021 8:01,Hà Lan,240000,3,4106,9
3227,XQ29Y9FIFYG5T752UJPI26RJ7SV82CAD0U7B,KF41EZ1A3U7PMV1W5QEAYOLLGX14VBU6MS0N1GP7Y3LKYGQ753A5DZDL25H47ZEPF55C360FWAINV967,16,234000,232000,5,3707,3NJ3CL,5/7/2021 18:03,Đài Loan,241000,3,2198,38
3228,1S6UBI3F3TSH1YZEGZS8J5XIBDOS5AGX,4M5PEG,12,235000,233000,0,2007,JP48PM7FDFWQ30GU0I7WIR4PZBE2SA5U0VQTGSFAN,1/2/2021 1:48,Hàn Quốc,242000,3,3344,126
3229,WLR8YK,US7UXE,15,236000,234000,4,4837,OKZ9CY,9/24/2020 20:34,Đài Loan,243000,3,3133,89
3230,FU1YCL,QHU9YR2EAZ76EQPCEM4PXN97G,7,237000,235000,2,6249,M39IL6,7/22/2020 23:37,Việt Nam,244000,3,3832,1
3231,0BQZP0,UGU5YD,17,238000,236000,0,2033,GDZMLU,10/15/2020 18:51,Đức,245000,3,3852,42
3232,TE4HCENUGW16KK5V24QZYYH7JKVEAR5A890BPII9UXK27,650SOG,4,239000,237000,0,3927,JSRS9O,12/29/2021 14:11,Đài Loan,246000,3,1168,72
3233,82WXCKM8V,U2EXXD,8,240000,238000,3,7143,580GDN6OJPLZUARUNJ2,10/6/2020 18:50,Trung Quốc,247000,3,3784,14
3234,YHM1BW,MUB11S,8,241000,239000,3,529,A91N1KGOGEOJC0E,10/15/2020 22:10,Nhật Bản,248000,3,2096,118
3235,IAIMEUTC0NVKRS4A81IP,YG3O1E,13,242000,240000,4,5877,H82761,2/14/2021 11:20,Trung Quốc,249000,3,3081,118
3236,NNZJ3W9J295METYIL2OJS9XJ2WS8YI2BTL4AHQ3QWO7,MP2YTR,17,243000,241000,0,4168,9PX9JL7N2E036EB,6/5/2020 19:36,Việt Nam,250000,3,3396,58
3237,2LAUOX,19AV9G,6,244000,242000,7,5114,VG9S3H,4/2/2021 22:18,Thái Lan,251000,3,2669,101
3238,219IFA,W2OZXD,14,245000,243000,3,6242,RPQRRD,3/6/2020 17:09,Đài Loan,252000,3,3702,95
3239,3V80AF,IMC3D9UBNO,5,246000,244000,2,3348,UBOZ4Y,10/12/2020 6:37,Hà Lan,253000,3,3908,129
3240,DQAT1F,7BA0CC,3,247000,245000,2,9903,NROIPB,11/9/2020 10:31,Thái Lan,254000,3,3760,114
3241,XE0R0BHWYX7M0P6E2XN5GZUI8MKK1ITTL,SPD21P,1,248000,246000,3,2201,8HII3J,8/25/2021 6:01,Việt Nam,255000,3,4008,69
3242,AAC3NM,RGQPZ8,10,249000,247000,1,4215,9534G2,10/16/2021 14:24,Trung Quốc,256000,3,3558,100
3243,TXXG9XB,UXR72O,4,250000,248000,3,2227,67QX7M,7/7/2021 20:44,Trung Quốc,257000,3,4019,120
3244,TPSJZA,XV2VTC,1,251000,249000,6,4484,DUV3ER7BF7FQVO26AJHDCR5PHPT13CYVQDS8EYO,4/27/2021 0:23,Singapore,258000,3,3205,32
3245,D597JKUPVC4K1ERM0687BIIEQCKE3CT31F4ZU2U2NG0BOFIRL1,L9XE58SQDPB2AR,14,252000,250000,3,4390,R9IAIHUGPZYEWRC6W0X9SK1O5XDNO,8/24/2020 9:06,Singapore,259000,3,3846,15
3246,PTO185,SY1AKJMZXPZMJRX4TAJMSIQSOZLRDGGNK99R7STFDE35HUYJ2ZFHFLWD2O,18,253000,251000,1,9297,UB7O7T,11/29/2020 10:06,Singapore,260000,3,2214,69
3247,0UTBPYEKRYPKUEZ6HWFZUQG2CBUYCHJ48VLBBT9HRD,IIKCBI,20,254000,252000,6,1001,1GAJYWCME9IANO2A660CH,4/27/2021 22:27,Trung Quốc,261000,3,4063,122
3248,91W4ZI118BA1QKS514V5DEXVBVR43DNNPSY,7F0JWABNWY5Q7QIDXGBFXL0WB32WHISKNP3XDZD1N8P7JM1DSCULFAPADEIABZWM6PD94APR1QPMWDAEJYUSFL,11,255000,253000,0,2936,M2S02AUSOYLN00BOR1ILQ8335S69RX2Z0CK,5/12/2021 10:50,Việt Nam,262000,3,3985,54
3249,L3ND9143,5UZRGV,4,256000,254000,3,2757,C85LWNOP8L5NU4FCG634,8/28/2021 7:20,Việt Nam,263000,3,3734,58
3250,VBYNNFTH6WS3JP,2ZD3PG1LVRKFXUMZWFN284UQP33020N81WE0529RFXEJHSEPQLEY2XPGZJ6Z8GI9B28BJCLBEPZYKT9V2BHLAZA98CJ2EX9J,7,257000,255000,7,8372,11NRZA,3/2/2021 3:01,Đức,264000,3,4102,105
3251,LI3OK3U3WWTCF1OQLIWERV62,JZVH3J,8,258000,256000,2,310,88K1BJ,9/10/2020 10:54,Nhật Bản,265000,3,4,1
3252,XDPD0OY4NNGW1K9240BC4GDNT8IO5S3Z3,4LCN7Y3A4JDQB5SH014EZTZJ1TK6BBF8VMCT6LP9BGUUC2VKCZV4H0EGEJ8X7ERZDQT65Y9ROT5,2,259000,257000,5,5557,4JSCU3F969E1JGUO1AN7U7VR72OKTLNHS63RDZXV7QRO,8/5/2020 15:48,Thái Lan,266000,3,4220,20
3253,UECFW0GQKOQIVG99N2K,COJY36QOAY6S0WW5QU28ENC1AYDTA,9,260000,258000,1,1387,ZQTAJLB2MD1WQKK866,12/21/2021 23:42,Việt Nam,267000,3,2600,46
3254,AKV8S291CVHI2YAU4WIVHL9FYNQONIT678CHP,O2NK6N,16,261000,259000,6,2027,VXL8MUERXMP30B6BBVY4Z029IV4D23TS,11/7/2021 23:18,Đài Loan,268000,3,3091,10
3255,LB2BI22RHVZQQEUAVMGRTPVS1M4ULEY3I14R2E8HUYVA2,5LPY9N2126DBEZEBYASV,5,262000,260000,5,9149,INZR6C,6/30/2020 1:42,Hà Lan,269000,3,3994,110
3256,PIYIOR,QYDAA1,1,263000,261000,3,9124,57BGLF,9/18/2021 20:36,Đài Loan,270000,3,3454,70
3257,D7Z51O92BXE4XW4SJUHNP196FUS8AB,A39EJ64VPE2U5V6SVIYKXLY7LSEOC3YWPOTHCY4GTAHPFYOO,14,264000,262000,1,9600,FUVEJ27L7PSCK,3/21/2021 6:11,Đức,271000,3,3542,115
3258,SMM5FZ,O244XFMG5H3A6SWCVS0GLYSRF9WKQ2YVM46KE8AF5D9GISJM2JOL49KGBT2W,20,265000,263000,1,5896,AH4UTL,10/17/2020 9:44,Trung QUốc,272000,3,1713,74
3259,FBJ6O3RWS8HOMI2RXRPV6MRMT1U4U8P,PLG2JLT5RXJLMDL9EXEYRZ5HFYH9T1O3F354ILGTJR0JC7XVVUBASA5,2,266000,264000,6,6738,PX1SD4S3YT8K8ZBSR6UMK300O0,12/5/2020 14:11,Hà Lan,273000,3,2085,15
3260,LKHXD5,NVDR6G552Y04TZRB7LF5VQAEJG3EGYQ4UDAP74NSY7BFQYEALFUSTJHYLLWT84CEDQ289CQ2E8ODOV0FABITC4VM4TVQ52,5,267000,265000,2,6495,9TVR0V4G0M4KXV6OF5I5TYN7WQ80HAARZC5HHJTTJOJI9VI13,9/27/2020 4:39,Trung Quốc,274000,3,1831,84
3261,VHL1XA,FPT2MD,5,268000,266000,6,3121,CS3DT8,9/15/2020 19:17,Việt Nam,275000,3,3289,55
3262,EYJN8A2WFHBX8Y73WM2CQ8OWNH9VPGW3U3R11BHQXKOSB,6GS3CCGCHAV3STYQJ95NR63US2T,17,269000,267000,3,2388,G9712W2W0MZSCDXSFYLJY6OYI7JXHUC19WEZ95,11/26/2021 2:05,Trung QUốc,276000,3,1376,78
3263,IU9SI2PL0TC6H3Q6B2F3NE7,76DVZECVBJZ4JLKT8UR1LY0Z0LE8SGL20SDU2B941N5QPSH78UL4U6SL0G69IDIHAPX0SSOTZM8DJ1G7W6B1AX7,14,270000,268000,3,9407,HNHKMU,2/20/2020 23:52,Việt Nam,277000,3,3598,66
3264,WRFZ8SBBOUCRDIX45FTJ7GLFQV5DADTPKZ0OOD9ZI,FDKWDR,13,271000,269000,4,9092,N3DVK1,2/12/2021 19:30,Việt Nam,278000,3,4200,111
3265,9RR8Z5,SXPZ3ODPJP1WSS29M1YS8IVIOXET0B5H2URNWVOPOJ4JDPYJOP3RKZCKKLURE1993CRUB4,5,272000,270000,2,9230,M4Y9CU,7/10/2020 21:31,Trung Quốc,279000,3,2520,35
3266,BF01GS,7XSJJ8VNPPT4Q1KKGLQ7UC7DB6GEWY9J6AFQ2X7SP6,9,273000,271000,6,6752,VT3RH0RCTQQ2ZHNZCK79TKWQ67G,8/4/2020 4:26,Trung Quốc,280000,3,2510,1
3267,7ZUAT5,DG88PJ,19,274000,272000,4,4453,AQL31K,6/3/2020 14:38,Trung Quốc,281000,3,3612,77
3268,XUCB5EB67N86DQK,7SSMMJ91F80ZVLUUT5FNL9I3EF5J7ZVWPXQHVTSMVW4WEA7OJQFY,12,275000,273000,7,6581,317MJG2FL06,5/26/2020 16:11,Trung Quốc,282000,3,3528,99
3269,WNZPK2HE03WAC4186GGPBIXKIO19C9JXLBW,R80WH6,18,276000,274000,0,1720,D29977T3EGEI8SK44152,8/26/2020 22:30,Hà Lan,283000,3,2685,36
3270,TLFRO4KNS9MM6,P9UVMI,1,277000,275000,4,1390,NPIOYG,5/18/2020 1:03,Hàn Quốc,284000,3,3696,100
3271,LUWTQ5ZURYP56R4CY1XA4FYMUVQEXSFT9P8M,VSNSNY,20,278000,276000,0,1107,1V3XSRVNZROQ7L4NZGVAFZBLUX5G2FM6Z5VAHHQS7MJT4P,5/6/2020 4:06,Thái Lan,285000,3,3596,29
3272,U9K3MG,EZ3WIF,16,279000,277000,4,8638,IQZAEXXX8T,11/1/2020 5:47,Hàn Quốc,286000,3,3153,48
3273,TT2Z97IETPW,HM1AFM,16,280000,278000,1,301,UH2KFV4G0SUAO4TF5NFO7IA38,5/3/2021 13:12,Đức,287000,3,4117,49
3274,QVKU9GX31YYFZMXU4URGRTLQWV7FU3GFZRTA4JKUWVX00SE,4MN1XT,4,281000,279000,7,8489,Z4DQ3V,5/17/2021 21:53,Việt Nam,288000,3,3955,80
3275,UQQ6YVO9QUYQ04R6CDDF5J9FP,SZUYG0,8,282000,280000,0,6082,KK19LL,6/22/2021 9:40,Đài Loan,289000,3,3331,81
3276,38YG5LZU84WBL64CCDBI6MHZG,AVS6AS86MB158QPCOCX5OMWZD0R586Q4033ITNNDEIJRZUADFQEA3WNEDU86ZQXY,10,283000,281000,4,2622,WG7XNIS6WC,4/25/2021 22:04,Đài Loan,290000,3,3577,32
3277,MW0W7Z20N7KWL0F4LNHEFCCBR7KZPFAO53UIFMY,J9PWOL,1,284000,282000,5,1734,COY6F3J6XE8HF7291EV7W8ZUZCR985LCYOZEWM74TJEJP90B0S,6/24/2020 21:46,Trung Quốc,291000,3,2953,50
3278,EHXRNE,I2GI46,7,285000,283000,7,7461,JPJGTVEM,11/30/2020 13:31,Đài Loan,292000,3,4073,42
3279,MJMO9LX,1AYKVA,20,286000,284000,7,6196,9O51TFM9VN0KU3JYGWQW5Y7J6LJ4W4NU3R9DXG,11/21/2021 9:21,Việt Nam,293000,3,2747,57
3280,4BCY0M8CFL3D5D4CK07LY1025NSA6RP,FC409D,6,287000,285000,6,9248,OWXQ5CB1ZIA1239CQRJ27K,6/30/2020 16:16,Hà Lan,294000,3,2350,91
3281,5J31XH,H0EWRQ,6,288000,286000,1,5198,4SHTA3SWLQIJDEE0D,4/20/2020 9:34,Đức,295000,3,4030,18
3282,X3GLOJ4GH4X61TU08W5GZ0AF8S1FQ1N177SOCMDLTG,WPBEJL,5,289000,287000,4,771,ZXSAT8RP7HGJT,12/27/2021 7:14,Đức,296000,3,3110,114
3283,BXSBCP81ISQGJBBNHZCOH3UFIZLY22VN87FU9V9O,TBRA9R,9,290000,288000,4,9250,S2C4J2S1CK9,5/7/2021 18:28,Nhật Bản,297000,3,3745,69
3284,UHD9YP,0EPVWM28PZWOE9FM7FKW6HXWZ0Y6QDORL6T3931E8ENN7JBP50SEHNRUIZYY1BNDN37YX4FNL8,8,291000,289000,4,6466,V7AQ1P,7/26/2021 17:33,Trung QUốc,298000,3,4240,114
3285,M4OZLS,8A9SCP,19,292000,290000,7,5939,NO5GVD,11/12/2021 12:44,Việt Nam,299000,3,2427,130
